8 Acc LUA^ accX,9 Acc LUA^ accY,10 Acc LUA^ accZ
-51.0,602.0,-8.0
-87.0,670.0,-11.0
-76.0,746.0,3.0
-31.0,799.0,70.0
-81.0,858.0,120.0
-77.0,1001.0,132.0
-28.0,1189.0,143.0
-12.0,1279.0,164.0
-3.0,1429.0,147.0
262.0,1297.0,135.0
628.0,1037.0,86.0
881.0,1058.0,-204.0
899.0,1264.0,-372.0
466.0,1227.0,-205.0
121.0,1065.0,-6.0
0.0,876.0,67.0
-51.0,766.0,110.0
-89.0,680.0,142.0
-125.0,666.0,202.0
-129.0,706.0,210.0
-104.0,794.0,175.0
17.0,824.0,173.0
91.0,841.0,151.0
171.0,877.0,69.0
347.0,1189.0,-111.0
476.0,1198.0,-164.0
2.0,1550.0,-132.0
210.0,1402.0,-199.0
466.0,1138.0,-95.0
486.0,1353.0,-158.0
478.0,1422.0,-122.0
408.0,1143.0,-63.0
298.0,899.0,-151.0
201.0,745.0,-185.0
100.0,645.0,-86.0
-41.0,647.0,-68.0
-43.0,732.0,-64.0
-1.0,824.0,-11.0
17.0,906.0,-10.0
-97.0,1024.0,52.0
-153.0,1076.0,147.0
-182.0,1104.0,161.0
-206.0,1067.0,223.0
-135.0,1082.0,103.0
68.0,961.0,1.0
155.0,1176.0,-108.0
282.0,1362.0,-131.0
744.0,875.0,1.0
880.0,1023.0,-90.0
583.0,1221.0,-353.0
123.0,1129.0,-230.0
-96.0,1032.0,152.0
9.0,929.0,161.0
48.0,838.0,93.0
76.0,838.0,84.0
-3.0,908.0,202.0
-84.0,850.0,214.0
-57.0,899.0,158.0
-42.0,913.0,170.0
80.0,922.0,163.0
166.0,943.0,138.0
184.0,991.0,107.0
228.0,926.0,16.0
217.0,933.0,-29.0
137.0,885.0,-36.0
-166.0,1192.0,69.0
-236.0,1252.0,114.0
-96.0,1307.0,214.0
249.0,1073.0,225.0
297.0,1022.0,7.0
284.0,1025.0,-112.0
211.0,1019.0,-112.0
105.0,937.0,-110.0
38.0,1000.0,-102.0
113.0,981.0,-40.0
58.0,937.0,31.0
80.0,938.0,-70.0
51.0,970.0,-90.0
6.0,1012.0,-147.0
25.0,1040.0,-219.0
17.0,1020.0,-207.0
8.0,1028.0,-276.0
16.0,1080.0,-269.0
36.0,1056.0,-275.0
22.0,1079.0,-221.0
-18.0,1064.0,-184.0
-69.0,1063.0,-130.0
-126.0,1007.0,-103.0
-173.0,948.0,-109.0
-201.0,931.0,-77.0
-121.0,927.0,-103.0
-53.0,940.0,-107.0
-109.0,1236.0,-147.0
182.0,1180.0,-97.0
439.0,977.0,34.0
293.0,1198.0,-6.0
110.0,1240.0,-21.0
-18.0,1070.0,118.0
17.0,921.0,78.0
-16.0,835.0,60.0
-124.0,769.0,7.0
-116.0,787.0,-1.0
-75.0,857.0,-33.0
16.0,985.0,-140.0
237.0,997.0,-147.0
314.0,942.0,-42.0
206.0,905.0,-54.0
125.0,838.0,-30.0
83.0,865.0,23.0
107.0,939.0,31.0
93.0,1105.0,36.0
29.0,1361.0,22.0
326.0,1494.0,-46.0
438.0,1253.0,62.0
374.0,1206.0,69.0
401.0,1297.0,38.0
309.0,1270.0,-60.0
210.0,1074.0,-112.0
245.0,813.0,-80.0
69.0,724.0,-28.0
-24.0,597.0,19.0
-37.0,553.0,47.0
-124.0,656.0,20.0
-85.0,814.0,22.0
39.0,890.0,-47.0
72.0,1021.0,79.0
-109.0,1229.0,174.0
54.0,1407.0,190.0
147.0,1535.0,112.0
490.0,1221.0,172.0
829.0,928.0,148.0
825.0,1017.0,-37.0
264.0,1206.0,-36.0
-18.0,1119.0,85.0
9.0,899.0,244.0
-53.0,784.0,212.0
-94.0,728.0,228.0
-89.0,647.0,203.0
-105.0,664.0,185.0
-84.0,721.0,175.0
4.0,719.0,159.0
-78.0,790.0,122.0
-89.0,1004.0,118.0
152.0,1287.0,26.0
489.0,1424.0,-45.0
260.0,1613.0,18.0
117.0,1470.0,34.0
187.0,1132.0,168.0
80.0,1188.0,211.0
157.0,1308.0,124.0
238.0,1163.0,79.0
183.0,858.0,-29.0
77.0,597.0,63.0
-78.0,534.0,103.0
-161.0,467.0,81.0
-213.0,541.0,108.0
-198.0,662.0,142.0
-110.0,754.0,127.0
-103.0,906.0,152.0
-121.0,1228.0,95.0
-84.0,1446.0,180.0
21.0,1529.0,192.0
231.0,1414.0,300.0
584.0,1131.0,377.0
784.0,1184.0,140.0
595.0,1510.0,-156.0
274.0,1256.0,-17.0
258.0,875.0,96.0
133.0,682.0,20.0
-116.0,577.0,103.0
-211.0,529.0,172.0
-254.0,557.0,222.0
-151.0,650.0,218.0
23.0,702.0,169.0
142.0,842.0,150.0
243.0,1101.0,60.0
312.0,1418.0,-83.0
228.0,1777.0,-140.0
566.0,1543.0,-161.0
586.0,1406.0,46.0
356.0,1369.0,160.0
280.0,1336.0,16.0
199.0,917.0,-41.0
126.0,722.0,-59.0
41.0,589.0,-16.0
-13.0,604.0,21.0
-23.0,628.0,45.0
65.0,682.0,23.0
42.0,706.0,34.0
163.0,761.0,-15.0
179.0,930.0,23.0
101.0,945.0,101.0
145.0,1416.0,-31.0
448.0,1463.0,75.0
515.0,1093.0,321.0
477.0,1114.0,311.0
332.0,1354.0,109.0
172.0,1147.0,127.0
218.0,967.0,152.0
127.0,856.0,113.0
71.0,768.0,135.0
3.0,709.0,156.0
-74.0,744.0,163.0
-101.0,851.0,144.0
2.0,978.0,113.0
157.0,982.0,120.0
215.0,993.0,99.0
173.0,989.0,10.0
116.0,955.0,-46.0
70.0,938.0,-41.0
72.0,917.0,-25.0
92.0,914.0,-45.0
66.0,873.0,6.0
-87.0,1194.0,10.0
-45.0,1443.0,51.0
371.0,1349.0,86.0
693.0,1123.0,166.0
597.0,1301.0,98.0
312.0,1371.0,-7.0
326.0,1050.0,-52.0
361.0,820.0,-74.0
214.0,707.0,-46.0
60.0,711.0,-51.0
25.0,673.0,-29.0
-24.0,750.0,8.0
-25.0,903.0,37.0
75.0,958.0,-18.0
155.0,1017.0,-10.0
233.0,980.0,-12.0
296.0,910.0,-60.0
133.0,1217.0,-133.0
377.0,1231.0,-112.0
608.0,937.0,142.0
184.0,1319.0,-63.0
37.0,1289.0,27.0
-153.0,1196.0,261.0
27.0,996.0,150.0
75.0,854.0,85.0
-64.0,706.0,130.0
-168.0,696.0,164.0
-248.0,743.0,200.0
-194.0,879.0,223.0
-29.0,944.0,226.0
58.0,970.0,201.0
85.0,1026.0,101.0
103.0,1131.0,-74.0
86.0,1330.0,-71.0
106.0,1426.0,-36.0
300.0,1228.0,52.0
339.0,1114.0,-80.0
303.0,1153.0,-168.0
358.0,1281.0,-189.0
501.0,1346.0,-229.0
424.0,1212.0,-110.0
353.0,951.0,-49.0
129.0,746.0,43.0
-125.0,645.0,40.0
-236.0,551.0,78.0
-204.0,549.0,141.0
-154.0,660.0,118.0
-82.0,793.0,102.0
-110.0,895.0,138.0
-124.0,1101.0,214.0
-63.0,1187.0,214.0
-34.0,1336.0,173.0
-50.0,1642.0,139.0
326.0,1300.0,84.0
1021.0,877.0,-236.0
1057.0,1012.0,-386.0
597.0,1210.0,-251.0
303.0,1059.0,-121.0
7.0,888.0,-44.0
-74.0,748.0,49.0
-117.0,620.0,111.0
-204.0,658.0,176.0
-124.0,702.0,147.0
-24.0,786.0,109.0
107.0,851.0,53.0
200.0,854.0,31.0
286.0,968.0,-36.0
340.0,1243.0,-120.0
372.0,1285.0,-134.0
-20.0,1453.0,-87.0
92.0,1311.0,-68.0
507.0,1200.0,8.0
608.0,1250.0,-107.0
547.0,1348.0,-237.0
454.0,1309.0,-177.0
404.0,1089.0,-112.0
252.0,875.0,-86.0
163.0,658.0,-18.0
53.0,506.0,43.0
-43.0,482.0,63.0
-56.0,528.0,23.0
-48.0,589.0,10.0
-23.0,704.0,45.0
-97.0,903.0,92.0
-90.0,1105.0,130.0
-122.0,1305.0,207.0
-43.0,1469.0,180.0
-12.0,1483.0,179.0
305.0,1228.0,33.0
703.0,966.0,-90.0
857.0,1179.0,-219.0
763.0,1360.0,-338.0
423.0,1155.0,-222.0
205.0,933.0,-50.0
20.0,743.0,29.0
-103.0,636.0,19.0
-169.0,634.0,68.0
-143.0,665.0,112.0
-81.0,763.0,182.0
30.0,797.0,127.0
100.0,799.0,126.0
71.0,913.0,113.0
144.0,1189.0,23.0
404.0,1377.0,-124.0
344.0,1404.0,-153.0
240.0,1348.0,-190.0
324.0,1218.0,-196.0
273.0,1196.0,-102.0
283.0,1370.0,-143.0
292.0,1265.0,-125.0
350.0,1011.0,-102.0
287.0,830.0,-85.0
149.0,713.0,-71.0
39.0,552.0,-41.0
-49.0,530.0,-8.0
-61.0,532.0,36.0
-60.0,668.0,35.0
-62.0,796.0,60.0
-80.0,1053.0,90.0
0.0,1319.0,52.0
28.0,1411.0,234.0
-28.0,1576.0,259.0
166.0,1310.0,176.0
583.0,783.0,29.0
774.0,1058.0,-270.0
693.0,1350.0,-294.0
421.0,1197.0,-153.0
262.0,949.0,5.0
108.0,753.0,59.0
-85.0,590.0,81.0
-153.0,522.0,75.0
-199.0,547.0,171.0
-233.0,652.0,208.0
-155.0,806.0,223.0
54.0,872.0,210.0
217.0,1124.0,80.0
512.0,1344.0,-142.0
714.0,1423.0,-216.0
319.0,1540.0,-231.0
270.0,1337.0,-181.0
337.0,1157.0,-69.0
260.0,1234.0,30.0
357.0,1357.0,-37.0
263.0,1244.0,4.0
228.0,870.0,-18.0
107.0,610.0,60.0
-14.0,444.0,89.0
-92.0,437.0,52.0
-100.0,475.0,59.0
-87.0,627.0,21.0
-56.0,737.0,37.0
29.0,939.0,95.0
-12.0,1265.0,134.0
39.0,1337.0,237.0
51.0,1500.0,281.0
308.0,1366.0,188.0
727.0,867.0,265.0
913.0,1236.0,-150.0
885.0,1496.0,-327.0
569.0,1290.0,-68.0
408.0,915.0,39.0
156.0,770.0,-9.0
-52.0,608.0,25.0
-149.0,502.0,130.0
-289.0,528.0,174.0
-254.0,574.0,161.0
-183.0,690.0,202.0
35.0,779.0,183.0
312.0,1157.0,5.0
666.0,1278.0,-107.0
487.0,1552.0,-31.0
309.0,1596.0,-117.0
422.0,1297.0,-124.0
377.0,1284.0,4.0
372.0,1330.0,21.0
406.0,1174.0,94.0
307.0,904.0,68.0
173.0,761.0,0.0
44.0,604.0,50.0
-4.0,556.0,9.0
-55.0,550.0,36.0
-78.0,643.0,59.0
-52.0,634.0,99.0
-1.0,725.0,108.0
-31.0,993.0,120.0
-86.0,1245.0,127.0
-17.0,1393.0,236.0
55.0,1420.0,288.0
87.0,1285.0,285.0
494.0,941.0,214.0
737.0,1085.0,-124.0
872.0,1470.0,-246.0
446.0,1265.0,14.0
295.0,897.0,52.0
132.0,726.0,73.0
-70.0,618.0,79.0
-183.0,556.0,87.0
-208.0,616.0,129.0
-166.0,739.0,125.0
-10.0,842.0,123.0
97.0,891.0,197.0
248.0,1060.0,82.0
501.0,1386.0,-139.0
425.0,1532.0,-211.0
416.0,1483.0,-274.0
545.0,1205.0,-210.0
444.0,1096.0,-84.0
203.0,1200.0,-108.0
244.0,1328.0,-121.0
182.0,1107.0,19.0
276.0,818.0,-72.0
167.0,655.0,-25.0
84.0,559.0,-40.0
-25.0,452.0,-45.0
-82.0,504.0,-47.0
-50.0,631.0,-39.0
-21.0,795.0,29.0
61.0,1078.0,114.0
-10.0,1419.0,190.0
104.0,1501.0,143.0
416.0,1442.0,123.0
611.0,1048.0,127.0
788.0,895.0,41.0
781.0,1009.0,-83.0
502.0,1321.0,-172.0
352.0,1156.0,-94.0
426.0,924.0,-82.0
259.0,763.0,-61.0
63.0,638.0,42.0
17.0,549.0,91.0
-55.0,562.0,143.0
-58.0,641.0,127.0
44.0,742.0,79.0
195.0,809.0,74.0
348.0,1089.0,-87.0
591.0,1472.0,-253.0
692.0,1652.0,-459.0
876.0,1367.0,-447.0
871.0,1219.0,-211.0
560.0,1290.0,-242.0
448.0,1175.0,-215.0
356.0,917.0,-24.0
130.0,697.0,28.0
140.0,565.0,-54.0
155.0,551.0,-49.0
121.0,555.0,-72.0
111.0,616.0,-124.0
179.0,652.0,-141.0
216.0,712.0,-109.0
145.0,798.0,-99.0
134.0,1071.0,-40.0
150.0,1235.0,65.0
172.0,1461.0,115.0
603.0,1363.0,-121.0
925.0,892.0,-45.0
942.0,1041.0,-349.0
926.0,1340.0,-643.0
690.0,1165.0,-214.0
611.0,1012.0,-120.0
291.0,854.0,3.0
100.0,711.0,74.0
109.0,650.0,74.0
109.0,623.0,35.0
94.0,679.0,4.0
124.0,703.0,-11.0
119.0,748.0,10.0
162.0,780.0,31.0
220.0,916.0,1.0
425.0,1062.0,-69.0
390.0,1234.0,-71.0
430.0,1368.0,-267.0
658.0,1278.0,-376.0
751.0,1103.0,-234.0
677.0,1258.0,-262.0
672.0,1190.0,-261.0
494.0,1010.0,-134.0
341.0,842.0,-118.0
296.0,713.0,-108.0
252.0,593.0,-57.0
225.0,585.0,-58.0
226.0,605.0,-82.0
213.0,659.0,-106.0
203.0,772.0,-61.0
198.0,891.0,-41.0
209.0,1007.0,-48.0
226.0,1107.0,14.0
203.0,1230.0,86.0
287.0,1210.0,72.0
397.0,1273.0,-42.0
574.0,990.0,6.0
736.0,818.0,-9.0
822.0,932.0,-370.0
708.0,1035.0,-420.0
677.0,1046.0,-176.0
661.0,985.0,-24.0
498.0,857.0,51.0
330.0,698.0,51.0
255.0,641.0,48.0
206.0,638.0,40.0
271.0,655.0,77.0
231.0,686.0,103.0
261.0,737.0,76.0
296.0,779.0,56.0
394.0,847.0,-18.0
550.0,991.0,-166.0
545.0,1216.0,-153.0
451.0,1344.0,-298.0
696.0,1124.0,-355.0
681.0,1087.0,-331.0
467.0,1208.0,-358.0
562.0,1174.0,-434.0
562.0,962.0,-249.0
408.0,837.0,-76.0
245.0,708.0,-61.0
201.0,683.0,-61.0
201.0,639.0,-63.0
236.0,660.0,-96.0
226.0,738.0,-69.0
224.0,808.0,-57.0
306.0,956.0,-64.0
305.0,1033.0,-23.0
287.0,1061.0,9.0
239.0,1052.0,51.0
252.0,1061.0,3.0
319.0,1232.0,-111.0
703.0,1020.0,-134.0
847.0,836.0,-109.0
730.0,940.0,-352.0
578.0,1027.0,-394.0
640.0,1035.0,-188.0
758.0,1029.0,-69.0
753.0,870.0,-48.0
500.0,764.0,2.0
378.0,676.0,-3.0
299.0,667.0,22.0
339.0,699.0,52.0
412.0,719.0,6.0
500.0,767.0,-40.0
611.0,788.0,-81.0
665.0,799.0,-66.0
639.0,802.0,-29.0
497.0,803.0,-8.0
379.0,971.0,-123.0
592.0,1035.0,-197.0
639.0,938.0,-90.0
462.0,848.0,-151.0
430.0,870.0,-300.0
556.0,959.0,-366.0
610.0,927.0,-250.0
570.0,889.0,-141.0
467.0,866.0,-72.0
477.0,856.0,-89.0
487.0,829.0,-92.0
476.0,808.0,-111.0
505.0,740.0,-175.0
535.0,759.0,-272.0
592.0,846.0,-319.0
651.0,823.0,-123.0
678.0,856.0,82.0
693.0,853.0,76.0
608.0,812.0,3.0
589.0,784.0,-129.0
589.0,759.0,-83.0
600.0,765.0,19.0
653.0,768.0,81.0
657.0,771.0,-9.0
622.0,747.0,-49.0
609.0,731.0,-68.0
633.0,739.0,-54.0
656.0,768.0,-41.0
637.0,758.0,-52.0
647.0,742.0,-94.0
648.0,735.0,-102.0
668.0,701.0,-103.0
645.0,715.0,-152.0
648.0,707.0,-172.0
676.0,701.0,-149.0
662.0,711.0,-192.0
668.0,718.0,-179.0
659.0,681.0,-226.0
653.0,677.0,-302.0
668.0,711.0,-347.0
688.0,773.0,-317.0
732.0,776.0,-291.0
785.0,805.0,-308.0
781.0,762.0,-227.0
692.0,731.0,-204.0
587.0,712.0,-206.0
582.0,732.0,-220.0
606.0,719.0,-179.0
640.0,725.0,-185.0
634.0,715.0,-203.0
635.0,720.0,-225.0
626.0,752.0,-240.0
656.0,758.0,-303.0
692.0,763.0,-309.0
718.0,776.0,-276.0
708.0,772.0,-285.0
660.0,761.0,-274.0
651.0,744.0,-286.0
612.0,740.0,-248.0
609.0,750.0,-235.0
609.0,750.0,-215.0
625.0,761.0,-277.0
616.0,789.0,-259.0
665.0,786.0,-261.0
634.0,791.0,-285.0
645.0,794.0,-270.0
625.0,767.0,-261.0
615.0,756.0,-218.0
578.0,744.0,-161.0
581.0,773.0,-149.0
597.0,784.0,-131.0
637.0,785.0,-148.0
596.0,811.0,-139.0
663.0,774.0,-122.0
629.0,760.0,-106.0
553.0,750.0,-91.0
581.0,769.0,-132.0
639.0,770.0,-121.0
646.0,787.0,-125.0
630.0,765.0,-126.0
595.0,758.0,-102.0
633.0,763.0,-150.0
623.0,782.0,-153.0
632.0,769.0,-122.0
614.0,755.0,-99.0
615.0,771.0,-105.0
615.0,770.0,-134.0
632.0,735.0,-133.0
643.0,730.0,-175.0
642.0,731.0,-192.0
657.0,724.0,-219.0
656.0,712.0,-263.0
656.0,731.0,-265.0
657.0,701.0,-254.0
651.0,695.0,-270.0
629.0,733.0,-341.0
634.0,770.0,-351.0
631.0,774.0,-284.0
626.0,787.0,-323.0
589.0,807.0,-309.0
592.0,867.0,-300.0
623.0,867.0,-289.0
659.0,854.0,-225.0
599.0,813.0,-182.0
548.0,770.0,-194.0
546.0,777.0,-166.0
587.0,769.0,-214.0
580.0,795.0,-283.0
628.0,826.0,-316.0
654.0,824.0,-186.0
600.0,797.0,28.0
574.0,807.0,-1.0
586.0,775.0,-41.0
570.0,729.0,-74.0
580.0,728.0,-56.0
597.0,739.0,-41.0
666.0,731.0,-48.0
667.0,747.0,-116.0
676.0,710.0,-139.0
697.0,679.0,-158.0
725.0,705.0,-215.0
741.0,714.0,-218.0
742.0,694.0,-188.0
715.0,702.0,-134.0
694.0,703.0,-122.0
713.0,673.0,-123.0
705.0,674.0,-144.0
726.0,675.0,-153.0
717.0,685.0,-150.0
717.0,681.0,-148.0
716.0,669.0,-221.0
706.0,690.0,-217.0
740.0,713.0,-222.0
748.0,695.0,-241.0
738.0,723.0,-207.0
747.0,726.0,-192.0
706.0,720.0,-160.0
683.0,729.0,-135.0
686.0,739.0,-107.0
675.0,775.0,-72.0
675.0,807.0,-51.0
646.0,766.0,33.0
647.0,753.0,41.0
650.0,780.0,36.0
666.0,757.0,-27.0
649.0,731.0,-45.0
586.0,757.0,-6.0
507.0,761.0,17.0
468.0,794.0,19.0
434.0,785.0,30.0
336.0,826.0,39.0
358.0,887.0,-43.0
335.0,962.0,-96.0
285.0,1045.0,-51.0
270.0,1079.0,4.0
230.0,1092.0,67.0
181.0,1082.0,71.0
183.0,1051.0,53.0
197.0,1014.0,64.0
137.0,1019.0,8.0
95.0,1055.0,18.0
121.0,1065.0,-34.0
123.0,1042.0,4.0
121.0,1066.0,33.0
120.0,1116.0,28.0
212.0,1087.0,12.0
251.0,1120.0,39.0
292.0,1199.0,-39.0
479.0,1070.0,-76.0
552.0,933.0,-31.0
498.0,832.0,-8.0
368.0,842.0,50.0
285.0,873.0,31.0
208.0,903.0,105.0
220.0,925.0,123.0
220.0,963.0,146.0
227.0,962.0,138.0
219.0,928.0,148.0
211.0,929.0,127.0
180.0,952.0,120.0
160.0,946.0,129.0
151.0,950.0,126.0
145.0,943.0,133.0
155.0,931.0,139.0
153.0,941.0,136.0
115.0,961.0,124.0
160.0,932.0,88.0
252.0,973.0,24.0
276.0,1073.0,-41.0
226.0,1153.0,-16.0
250.0,1231.0,-24.0
416.0,1175.0,-131.0
554.0,1010.0,-163.0
502.0,973.0,-169.0
337.0,994.0,-130.0
315.0,1039.0,-281.0
441.0,1116.0,-312.0
507.0,1058.0,-218.0
508.0,903.0,-79.0
436.0,851.0,-33.0
335.0,815.0,-94.0
294.0,830.0,-102.0
325.0,861.0,-127.0
413.0,855.0,-116.0
456.0,864.0,-51.0
486.0,892.0,-105.0
509.0,882.0,-160.0
540.0,865.0,-172.0
476.0,834.0,-70.0
446.0,867.0,-21.0
413.0,919.0,25.0
468.0,922.0,45.0
489.0,935.0,28.0
505.0,912.0,49.0
515.0,895.0,199.0
465.0,889.0,251.0
512.0,895.0,144.0
542.0,889.0,73.0
509.0,851.0,53.0
502.0,774.0,167.0
523.0,750.0,163.0
514.0,750.0,117.0
542.0,776.0,39.0
628.0,830.0,51.0
643.0,831.0,62.0
622.0,808.0,119.0
605.0,798.0,75.0
613.0,806.0,76.0
596.0,791.0,64.0
594.0,809.0,85.0
568.0,819.0,59.0
573.0,842.0,100.0
584.0,831.0,98.0
623.0,825.0,101.0
588.0,817.0,74.0
561.0,816.0,108.0
542.0,807.0,102.0
543.0,807.0,69.0
561.0,795.0,40.0
561.0,791.0,8.0
561.0,825.0,-60.0
596.0,846.0,-74.0
649.0,846.0,-57.0
657.0,855.0,-28.0
639.0,830.0,-20.0
576.0,836.0,11.0
551.0,849.0,11.0
518.0,864.0,53.0
532.0,841.0,75.0
545.0,847.0,13.0
547.0,872.0,47.0
596.0,873.0,5.0
599.0,845.0,9.0
589.0,836.0,42.0
570.0,830.0,77.0
573.0,796.0,83.0
581.0,805.0,23.0
592.0,766.0,20.0
566.0,781.0,3.0
579.0,796.0,-18.0
617.0,809.0,-9.0
626.0,831.0,-12.0
641.0,816.0,-49.0
625.0,817.0,-45.0
601.0,813.0,-33.0
606.0,825.0,-37.0
601.0,817.0,-67.0
598.0,825.0,-72.0
599.0,816.0,-51.0
590.0,818.0,-51.0
611.0,843.0,-64.0
617.0,811.0,-79.0
621.0,810.0,-42.0
640.0,816.0,-33.0
630.0,834.0,-21.0
635.0,821.0,30.0
643.0,806.0,36.0
612.0,796.0,36.0
611.0,779.0,41.0
589.0,743.0,47.0
576.0,768.0,51.0
595.0,766.0,59.0
630.0,749.0,38.0
673.0,758.0,-8.0
666.0,759.0,-20.0
666.0,751.0,-50.0
656.0,769.0,-7.0
667.0,773.0,-16.0
662.0,797.0,-28.0
637.0,767.0,13.0
615.0,758.0,10.0
643.0,736.0,2.0
679.0,725.0,-41.0
681.0,753.0,-52.0
702.0,728.0,-85.0
715.0,732.0,-89.0
706.0,748.0,-97.0
708.0,757.0,-79.0
718.0,758.0,-63.0
651.0,760.0,-32.0
693.0,723.0,-70.0
723.0,722.0,-61.0
711.0,711.0,-95.0
704.0,713.0,-87.0
700.0,740.0,-53.0
699.0,753.0,-47.0
707.0,730.0,-56.0
678.0,754.0,-41.0
689.0,724.0,-24.0
680.0,734.0,0.0
699.0,730.0,-47.0
696.0,722.0,-33.0
711.0,747.0,-2.0
730.0,744.0,5.0
673.0,731.0,53.0
639.0,724.0,91.0
628.0,712.0,62.0
646.0,741.0,52.0
631.0,744.0,56.0
653.0,779.0,24.0
612.0,781.0,47.0
607.0,782.0,6.0
598.0,793.0,39.0
566.0,821.0,-14.0
494.0,794.0,16.0
431.0,840.0,-18.0
402.0,869.0,-24.0
373.0,903.0,-33.0
364.0,918.0,-38.0
367.0,934.0,-10.0
328.0,965.0,-68.0
297.0,977.0,-36.0
240.0,987.0,30.0
182.0,1008.0,28.0
231.0,1066.0,-31.0
252.0,1073.0,-25.0
292.0,1097.0,-63.0
343.0,1076.0,-33.0
417.0,1000.0,-31.0
413.0,955.0,-36.0
278.0,965.0,-22.0
244.0,1049.0,68.0
225.0,1046.0,139.0
69.0,1070.0,181.0
32.0,1066.0,134.0
44.0,1024.0,106.0
117.0,958.0,83.0
141.0,939.0,91.0
199.0,949.0,81.0
168.0,968.0,103.0
111.0,966.0,113.0
83.0,958.0,152.0
61.0,956.0,179.0
54.0,914.0,146.0
120.0,899.0,136.0
159.0,969.0,70.0
166.0,1034.0,11.0
211.0,1105.0,-45.0
296.0,1126.0,-118.0
351.0,1160.0,-144.0
383.0,1126.0,-172.0
375.0,1130.0,-144.0
265.0,1068.0,-88.0
184.0,1017.0,-44.0
189.0,1016.0,-69.0
250.0,1104.0,-165.0
372.0,1099.0,-191.0
402.0,961.0,-127.0
242.0,877.0,-54.0
127.0,846.0,-14.0
44.0,867.0,35.0
15.0,889.0,-31.0
31.0,952.0,-61.0
67.0,955.0,-10.0
103.0,967.0,17.0
90.0,950.0,37.0
88.0,929.0,69.0
50.0,924.0,77.0
18.0,918.0,100.0
20.0,954.0,111.0
-9.0,1050.0,122.0
61.0,1170.0,91.0
154.0,1265.0,80.0
240.0,1323.0,75.0
457.0,1124.0,133.0
493.0,977.0,51.0
629.0,771.0,-175.0
568.0,854.0,-252.0
494.0,1048.0,-284.0
469.0,1041.0,-78.0
360.0,1011.0,55.0
195.0,939.0,97.0
75.0,835.0,77.0
86.0,756.0,26.0
86.0,747.0,57.0
77.0,784.0,80.0
94.0,815.0,91.0
105.0,865.0,133.0
93.0,915.0,154.0
100.0,968.0,104.0
145.0,1052.0,15.0
267.0,1103.0,18.0
261.0,1273.0,-6.0
265.0,1385.0,-61.0
439.0,1275.0,-84.0
475.0,1118.0,-75.0
398.0,1078.0,-31.0
319.0,1176.0,-45.0
377.0,1200.0,-115.0
330.0,1006.0,-89.0
297.0,790.0,-39.0
157.0,697.0,-19.0
77.0,702.0,-20.0
18.0,693.0,-21.0
24.0,749.0,-41.0
84.0,811.0,1.0
128.0,873.0,25.0
101.0,960.0,18.0
93.0,1102.0,44.0
120.0,1222.0,90.0
166.0,1302.0,110.0
303.0,1201.0,113.0
522.0,998.0,124.0
807.0,894.0,-48.0
729.0,1065.0,-215.0
569.0,1169.0,-152.0
393.0,1103.0,94.0
197.0,997.0,155.0
69.0,914.0,132.0
66.0,756.0,154.0
-7.0,681.0,182.0
-76.0,653.0,178.0
-100.0,670.0,216.0
-55.0,710.0,159.0
94.0,861.0,65.0
357.0,938.0,17.0
483.0,1125.0,-72.0
662.0,1261.0,-160.0
463.0,1416.0,-165.0
44.0,1377.0,-184.0
244.0,1294.0,-187.0
538.0,1131.0,-161.0
503.0,1186.0,11.0
285.0,1192.0,16.0
174.0,1030.0,-10.0
124.0,870.0,-42.0
151.0,774.0,-37.0
132.0,738.0,-12.0
127.0,759.0,-29.0
72.0,789.0,48.0
0.0,790.0,86.0
-54.0,811.0,48.0
-63.0,835.0,112.0
-115.0,970.0,116.0
-88.0,1092.0,186.0
11.0,1170.0,215.0
77.0,1131.0,238.0
5.0,1206.0,215.0
60.0,1226.0,216.0
378.0,1003.0,252.0
497.0,935.0,227.0
399.0,1228.0,47.0
405.0,1240.0,-11.0
294.0,1066.0,111.0
196.0,892.0,118.0
100.0,796.0,112.0
-40.0,733.0,133.0
-101.0,727.0,154.0
-154.0,779.0,165.0
-84.0,876.0,184.0
9.0,959.0,160.0
117.0,991.0,127.0
214.0,997.0,37.0
279.0,1031.0,-41.0
335.0,1125.0,-92.0
348.0,1086.0,-90.0
118.0,1162.0,47.0
-74.0,1273.0,51.0
116.0,1256.0,104.0
332.0,1160.0,47.0
390.0,1169.0,32.0
358.0,1243.0,35.0
299.0,1239.0,-11.0
346.0,1018.0,-13.0
329.0,777.0,-34.0
147.0,681.0,24.0
6.0,652.0,34.0
-39.0,684.0,58.0
-7.0,762.0,98.0
14.0,812.0,86.0
42.0,861.0,110.0
59.0,893.0,178.0
12.0,1037.0,203.0
11.0,1189.0,204.0
116.0,1212.0,205.0
170.0,1131.0,183.0
160.0,1339.0,101.0
398.0,1148.0,100.0
684.0,932.0,137.0
702.0,1133.0,10.0
427.0,1244.0,-74.0
269.0,1142.0,81.0
148.0,1005.0,160.0
73.0,858.0,173.0
-26.0,771.0,153.0
-57.0,695.0,220.0
-33.0,706.0,216.0
-15.0,754.0,156.0
108.0,751.0,162.0
113.0,790.0,153.0
91.0,890.0,131.0
164.0,1106.0,106.0
361.0,1195.0,101.0
253.0,1137.0,125.0
-47.0,1480.0,49.0
262.0,1279.0,73.0
376.0,1153.0,101.0
